,rotation,nProf_u,nProf_g,nProf_r,nProf_i,nProf_z
7736,ccw,9,10,9,9,9
7737,ccw,11,11,10,10,10
7738,ccw,11,11,11,11,11
7739,ccw,10,10,10,10,10
7740,ccw,10,10,10,10,10
7741,ccw,11,11,11,11,11
7742,ccw,11,11,11,11,11
7743,ccw,11,11,11,11,11
7744,ccw,10,10,10,10,10
7745,ccw,10,10,10,10,10
7746,ccw,12,10,9,9,9
7747,ccw,9,9,9,9,9
7748,ccw,10,10,10,10,10
7749,ccw,11,11,11,11,11
7750,ccw,11,10,10,10,10
7751,ccw,12,12,12,12,12
7752,ccw,11,11,11,11,11
7753,ccw,10,10,10,10,10
7754,ccw,10,10,10,10,10
7755,ccw,10,10,10,10,10
7756,ccw,10,10,10,10,10
7757,ccw,11,9,9,9,9
7758,ccw,11,9,9,9,9
7759,ccw,10,10,10,10,10
7760,ccw,10,9,9,9,9
7761,ccw,10,10,10,10,10
7762,ccw,10,10,10,10,10
7763,ccw,12,12,12,12,12
7764,ccw,12,12,12,12,12
7765,ccw,10,10,10,10,10
7766,ccw,11,10,10,10,10
7767,ccw,11,11,11,11,11
7768,ccw,10,10,10,10,10
7769,ccw,11,11,11,11,11
7770,ccw,11,11,11,11,11
7771,ccw,10,10,10,10,10
7772,ccw,11,11,11,11,11
7773,ccw,11,11,11,11,11
7774,ccw,10,10,10,10,10
7775,ccw,10,11,10,10,10
7776,ccw,11,11,11,11,11
7777,ccw,10,10,10,10,10
7778,ccw,12,12,12,12,12
7779,ccw,11,11,11,11,11
7780,ccw,12,10,10,10,11
7781,ccw,10,10,10,10,10
7782,ccw,10,9,9,9,9
7783,ccw,11,11,11,11,11
7784,ccw,10,10,10,10,10
7785,ccw,11,11,11,11,11
7786,ccw,10,10,10,10,10
7787,ccw,12,12,12,12,12
7788,ccw,10,10,10,10,10
7789,ccw,12,12,12,12,12
7790,ccw,11,11,11,11,11
7791,ccw,12,12,12,12,12
7792,ccw,12,12,12,12,12
7793,ccw,11,11,11,11,11
7794,ccw,10,10,10,10,10
7795,ccw,11,11,11,11,11
7796,ccw,10,10,10,10,10
7797,ccw,10,10,10,10,10
7798,ccw,11,11,11,11,11
7799,ccw,10,10,10,10,10
7800,ccw,10,10,10,10,10
7801,ccw,11,11,11,11,11
7802,ccw,11,11,11,11,11
7803,ccw,10,10,10,10,10
7804,ccw,10,10,10,10,10
7805,ccw,10,10,10,10,10
7806,ccw,10,10,10,10,10
7807,ccw,11,11,11,11,11
7808,ccw,10,10,10,10,10
7809,ccw,11,11,11,11,11
7810,ccw,13,13,13,13,13
7811,ccw,10,10,10,10,10
7812,ccw,10,11,10,10,10
7813,ccw,10,10,10,10,10
7814,ccw,11,11,11,11,11
7815,ccw,11,9,9,9,9
7816,ccw,11,11,11,11,11
7817,ccw,11,11,11,11,11
7818,ccw,10,10,10,10,10
7819,ccw,12,12,12,12,12
7820,ccw,10,10,10,10,10
7821,ccw,11,11,11,11,11
7822,ccw,10,10,10,10,10
7823,ccw,10,11,10,10,10
7824,ccw,10,10,10,10,10
7825,ccw,11,11,11,11,11
7826,ccw,10,10,10,10,10
7827,ccw,11,11,11,11,11
7828,ccw,10,10,9,9,9
7829,ccw,10,10,10,10,10
7830,ccw,10,10,10,10,10
7831,ccw,10,11,10,11,10
7832,ccw,11,10,10,10,10
7833,ccw,10,10,10,10,10
7834,ccw,10,10,10,10,10
7835,ccw,10,10,10,10,10
7836,ccw,10,11,10,10,10
7837,ccw,9,9,9,9,9
7838,ccw,10,10,10,10,10
7839,ccw,10,10,10,10,10
7840,ccw,9,9,9,10,9
7841,ccw,10,10,10,10,10
7842,ccw,9,10,9,9,10
7843,ccw,11,11,11,11,11
7844,ccw,10,10,10,11,10
7845,ccw,10,9,9,9,9
7846,ccw,12,12,12,12,12
7847,ccw,10,11,10,11,10
7848,ccw,11,11,11,11,11
7849,ccw,10,11,10,11,10
7850,ccw,10,10,10,10,10
7851,ccw,10,10,10,10,10
7852,ccw,10,10,10,10,10
7853,ccw,11,10,10,10,10
7854,ccw,11,11,11,11,11
7855,ccw,10,10,10,10,10
7856,ccw,12,12,12,12,12
7857,ccw,10,10,10,10,10
7858,ccw,11,11,11,11,11
7859,ccw,10,10,10,10,10
7860,ccw,11,11,11,11,11
7861,ccw,10,10,10,10,10
7862,ccw,11,11,11,11,11
7863,ccw,10,10,10,10,10
7864,ccw,10,10,10,10,10
7865,ccw,11,11,11,11,11
7866,ccw,9,9,9,9,9
7867,ccw,11,11,11,11,11
7868,ccw,10,10,10,10,10
7869,ccw,10,11,10,10,10
7870,ccw,10,10,10,10,10
7871,ccw,11,11,11,11,11
7872,ccw,11,10,10,10,10
7873,ccw,10,10,10,11,10
7874,ccw,12,11,11,11,11
7875,ccw,10,10,10,10,10
7876,ccw,11,11,11,11,11
7877,ccw,10,10,10,10,10
7878,ccw,10,10,10,10,11
7879,ccw,10,10,10,10,10
7880,ccw,10,10,10,10,10
7881,ccw,11,11,11,11,11
7882,ccw,11,11,11,11,11
7883,ccw,11,10,10,10,10
7884,ccw,10,10,10,10,10
7885,ccw,11,11,11,11,11
7886,ccw,11,11,11,11,11
7887,ccw,11,11,11,11,11
7888,ccw,10,10,10,10,10
7889,ccw,10,10,10,10,10
7890,ccw,10,11,10,10,10
7891,ccw,9,11,9,9,9
7892,ccw,10,10,10,10,10
7893,ccw,11,11,11,11,11
7894,ccw,10,10,10,10,10
7895,ccw,10,10,10,10,10
7896,ccw,10,10,10,10,10
7897,ccw,10,10,10,10,10
7898,ccw,12,12,12,12,12
7899,ccw,10,10,10,10,10
7900,ccw,10,10,10,10,10
7901,ccw,10,10,10,10,10
7902,ccw,10,10,10,10,10
7903,ccw,10,10,10,10,10
7904,ccw,9,9,9,9,9
7905,ccw,10,10,10,10,10
7906,ccw,10,10,10,10,10
7907,ccw,11,11,11,11,11
7908,ccw,11,11,11,11,11
7909,ccw,10,10,10,10,11
7910,ccw,10,10,10,10,10
7911,ccw,10,11,10,10,10
7912,ccw,11,11,11,11,11
7913,ccw,10,10,10,10,10
7914,ccw,10,10,10,10,10
7915,ccw,11,11,11,11,11
7916,ccw,11,10,10,10,10
7917,ccw,10,10,10,10,10
7918,ccw,11,11,11,11,11
7919,ccw,10,9,9,9,9
7920,ccw,10,10,10,10,10
7921,ccw,11,10,10,11,10
7922,ccw,10,10,10,10,10
7923,ccw,10,10,10,10,11
7924,ccw,11,11,11,11,11
7925,ccw,11,11,11,11,11
7926,ccw,11,11,11,11,11
7927,ccw,10,10,10,10,10
7928,ccw,10,10,10,10,10
7929,ccw,11,11,11,11,11
7930,ccw,10,10,10,10,10
7931,ccw,10,10,10,10,10
7932,ccw,10,10,10,10,10
7933,ccw,10,10,10,10,10
7934,ccw,9,9,9,9,9
7935,ccw,11,11,11,11,11
7936,ccw,10,10,10,10,10
7937,ccw,11,11,11,11,11
7938,ccw,10,10,10,10,10
7939,ccw,10,10,10,11,10
7940,ccw,11,11,11,11,11
7941,ccw,11,11,11,11,11
7942,ccw,10,10,10,10,10
7943,ccw,10,10,10,10,10
7944,ccw,11,11,11,11,11
7945,ccw,11,11,11,11,11
7946,ccw,10,10,9,10,10
7947,ccw,10,10,10,11,10
7948,ccw,9,9,9,9,9
7949,ccw,10,10,10,10,10
7950,ccw,11,10,10,10,10
7951,ccw,10,10,10,10,10
7952,ccw,11,11,11,11,12
7953,ccw,10,10,10,11,10
7954,ccw,11,11,11,11,11
7955,ccw,10,10,10,10,10
7956,ccw,11,10,10,10,10
7957,ccw,10,10,10,10,10
7958,ccw,10,10,10,10,10
7959,ccw,12,12,12,12,12
7960,ccw,11,11,11,11,11
7961,ccw,12,11,10,10,11
7962,ccw,11,11,11,11,11
7963,ccw,10,12,10,10,10
7964,ccw,10,11,10,10,10
7965,ccw,11,11,11,11,11
7966,ccw,11,11,11,11,11
7967,ccw,11,11,11,11,11
7968,ccw,10,10,10,10,10
7969,ccw,11,11,11,11,11
7970,ccw,10,10,10,10,10
7971,ccw,10,10,10,11,10
7972,ccw,11,10,10,10,10
7973,ccw,10,10,10,10,10
7974,ccw,10,10,10,10,10
7975,ccw,10,10,10,10,10
7976,ccw,11,10,10,10,10
7977,ccw,10,10,10,10,10
7978,ccw,12,10,10,11,10
7979,ccw,11,11,11,11,11
7980,ccw,10,10,10,10,10
7981,ccw,12,12,12,12,12
7982,ccw,10,10,10,10,10
7983,ccw,11,11,11,12,11
7984,ccw,10,10,10,10,10
7985,ccw,12,10,10,10,10
7986,ccw,9,9,9,10,9
7987,ccw,11,11,11,11,11
7988,ccw,10,11,10,10,11
7989,ccw,11,11,11,11,11
7990,ccw,11,11,11,11,11
7991,ccw,11,11,11,11,11
7992,ccw,11,10,10,10,10
7993,ccw,10,10,10,10,10
7994,ccw,11,11,10,10,10
7995,ccw,10,11,10,10,11
7996,ccw,11,11,10,11,10
7997,ccw,11,11,11,11,11
7998,ccw,10,10,10,10,10
7999,ccw,10,10,10,10,10
8000,ccw,11,11,11,11,11
8001,ccw,11,11,11,11,11
8002,ccw,10,10,10,10,10
8003,ccw,10,10,10,10,10
8004,ccw,10,10,10,11,10
8005,ccw,10,10,10,10,10
8006,ccw,11,11,11,11,11
8007,ccw,10,10,10,10,10
8008,ccw,11,11,11,11,11
8009,ccw,9,9,9,9,9
8010,ccw,11,11,11,11,11
8011,ccw,10,10,10,10,10
8012,ccw,12,12,12,12,12
8013,ccw,10,10,10,10,10
8014,ccw,12,11,11,11,11
8015,ccw,10,10,10,10,10
8016,ccw,12,12,12,12,12
8017,ccw,11,11,11,11,11
8018,ccw,11,11,11,11,11
8019,ccw,11,11,11,11,11
8020,ccw,10,10,10,10,10
8021,ccw,11,11,11,11,11
8022,ccw,8,8,8,9,9
8023,ccw,11,11,11,11,11
8024,ccw,10,10,10,10,10
8025,ccw,10,10,10,10,10
8026,ccw,11,10,10,10,10
8027,ccw,12,12,12,12,12
8028,ccw,11,11,11,11,11
8029,ccw,10,10,10,10,10
8030,ccw,11,11,11,11,11
8031,ccw,11,11,11,11,11
8032,ccw,10,10,10,10,10
8033,ccw,11,10,10,10,10
8034,ccw,10,10,10,10,10
8035,ccw,10,10,10,10,10
8036,ccw,10,10,10,10,10
8037,ccw,10,10,10,10,10
8038,ccw,10,10,10,10,10
8039,ccw,11,11,11,11,11
8040,ccw,11,11,11,11,11
8041,ccw,11,11,11,11,11
8042,ccw,12,11,11,11,11
8043,ccw,11,11,11,11,11
8044,ccw,11,11,11,11,11
8045,ccw,11,11,11,11,11
8046,ccw,12,11,10,10,10
8047,ccw,10,11,10,10,10
8048,ccw,13,13,13,13,13
8049,ccw,12,12,12,12,12
8050,ccw,11,11,11,11,11
8051,ccw,10,10,10,10,10
8052,ccw,11,11,11,11,11
8053,ccw,10,10,10,10,10
8054,ccw,11,11,11,11,11
8055,ccw,11,11,11,11,11
8056,ccw,10,10,10,10,10
8057,ccw,11,11,11,11,11
8058,ccw,10,10,10,10,10
8059,ccw,11,10,10,10,10
8060,ccw,10,10,10,10,10
8061,ccw,12,12,12,12,12
8062,ccw,10,10,10,10,10
8063,ccw,10,10,10,10,10
8064,ccw,11,11,11,11,11
8065,ccw,10,10,10,10,10
8066,ccw,9,9,9,9,9
8067,ccw,11,11,11,11,11
8068,ccw,12,12,12,12,12
8069,ccw,9,9,9,9,9
8070,ccw,11,11,11,11,11
8071,ccw,10,10,10,10,10
8072,ccw,11,11,11,11,11
8073,ccw,10,10,10,10,10
8074,ccw,10,10,10,10,10
8075,ccw,10,10,10,10,10
8076,ccw,10,10,10,11,11
8077,ccw,11,11,11,11,11
8078,ccw,10,10,10,10,10
8079,ccw,10,10,10,10,10
8080,ccw,10,10,10,10,10
8081,ccw,11,11,11,11,11
8082,ccw,10,10,10,10,10
8083,ccw,10,10,10,10,10
8084,ccw,10,10,10,10,10
8085,ccw,9,10,9,10,9
8086,ccw,11,11,11,11,11
8087,ccw,11,11,11,11,11
8088,ccw,11,11,11,11,11
8089,ccw,10,10,10,10,10
8090,ccw,11,10,10,10,10
8091,ccw,11,10,10,10,10
8092,ccw,11,11,11,11,11
8093,ccw,10,10,10,10,10
8094,ccw,11,11,11,11,11
8095,ccw,10,10,10,10,10
8096,ccw,10,10,10,10,10
8097,ccw,12,10,10,10,10
8098,ccw,10,10,10,10,10
8099,ccw,11,11,11,11,11
8100,ccw,10,10,10,10,10
8101,ccw,11,11,11,11,11
8102,ccw,11,11,11,11,11
8103,ccw,10,10,10,10,10
8104,ccw,13,13,13,13,13
8105,ccw,10,10,10,10,10
8106,ccw,10,10,10,10,10
8107,ccw,10,10,10,10,10
8108,ccw,11,11,11,11,11
8109,ccw,10,10,10,10,10
8110,ccw,11,11,11,11,11
8111,ccw,11,10,10,11,10
8112,ccw,10,10,10,10,10
8113,ccw,12,12,12,12,12
8114,ccw,11,11,11,11,11
8115,ccw,10,10,10,10,10
8116,ccw,10,11,10,10,10
8117,ccw,10,10,10,10,10
8118,ccw,10,10,10,10,10
8119,ccw,11,11,11,11,11
8120,ccw,10,10,10,10,10
8121,ccw,11,11,11,11,11
8122,ccw,10,10,10,10,10
8123,ccw,10,10,10,10,10
8124,ccw,10,10,10,10,10
8125,ccw,11,11,11,11,11
8126,ccw,10,10,10,11,10
8127,ccw,11,11,11,11,11
8128,ccw,10,11,10,10,10
8129,ccw,13,13,13,13,13
8130,ccw,10,10,10,10,10
8131,ccw,9,10,9,9,9
8132,ccw,11,11,11,11,11
8133,ccw,10,10,10,10,10
8134,ccw,10,11,10,10,10
8135,ccw,11,11,11,11,11
8136,ccw,10,10,10,10,10
8137,ccw,11,11,11,11,11
8138,ccw,10,10,10,10,10
8139,ccw,12,12,12,12,12
8140,ccw,10,10,10,10,10
8141,ccw,11,11,11,11,11
8142,ccw,11,11,11,11,11
8143,ccw,10,10,10,10,10
8144,ccw,10,10,10,10,11
8145,ccw,12,12,12,12,12
8146,ccw,12,12,12,12,12
8147,ccw,11,11,11,11,11
8148,ccw,11,11,11,11,11
8149,ccw,10,10,10,10,10
8150,ccw,10,10,10,10,10
8151,ccw,11,11,10,10,10
8152,ccw,10,10,10,10,10
8153,ccw,10,10,10,10,10
8154,ccw,10,10,10,10,10
8155,ccw,11,11,11,11,11
8156,ccw,10,11,10,10,10
8157,ccw,12,12,12,12,12
8158,ccw,11,11,11,11,11
8159,ccw,10,10,10,11,10
8160,ccw,13,13,13,13,13
8161,ccw,10,10,10,10,10
8162,ccw,10,10,10,10,10
8163,ccw,13,13,13,13,13
8164,ccw,10,10,10,10,11
8165,ccw,11,11,11,11,11
8166,ccw,11,11,11,11,11
8167,ccw,10,10,10,10,10
8168,ccw,12,12,12,12,12
8169,ccw,10,9,9,9,9
8170,ccw,10,10,10,10,10
8171,ccw,11,11,11,11,11
8172,ccw,11,11,11,11,11
8173,ccw,12,11,11,11,11
8174,ccw,11,11,11,11,11
8175,ccw,10,10,10,10,10
8176,ccw,11,11,11,11,11
8177,ccw,10,10,10,10,10
8178,ccw,10,10,10,10,10
8179,ccw,9,10,9,10,9
8180,ccw,9,9,9,9,9
8181,ccw,10,11,10,10,10
8182,ccw,9,10,9,10,9
8183,ccw,12,10,10,11,10
8184,ccw,11,11,11,11,11
8185,ccw,11,11,11,11,11
8186,ccw,12,12,12,12,12
8187,ccw,10,10,10,10,10
8188,ccw,11,11,11,11,11
8189,ccw,10,10,10,11,10
8190,ccw,11,11,10,10,10
8191,ccw,10,10,10,10,10
8192,ccw,10,10,10,10,10
8193,ccw,10,10,10,10,10
8194,ccw,12,10,10,10,10
8195,ccw,11,11,11,11,11
8196,ccw,10,10,10,10,10
8197,ccw,9,10,9,10,9
8198,ccw,11,11,11,11,11
8199,ccw,10,9,9,10,9
8200,ccw,10,10,10,10,10
8201,ccw,10,11,10,10,10
8202,ccw,10,10,10,10,10
8203,ccw,10,10,10,10,10
8204,ccw,11,10,10,10,10
8205,ccw,10,10,10,10,10
8206,ccw,11,11,11,11,11
8207,ccw,9,10,9,9,9
8208,ccw,10,10,10,10,10
8209,ccw,11,11,11,11,11
8210,ccw,11,12,11,12,11
8211,ccw,12,12,12,12,12
8212,ccw,11,11,11,11,11
8213,ccw,10,10,10,10,10
8214,ccw,11,11,11,11,11
8215,ccw,10,10,10,10,10
8216,ccw,10,10,10,10,10
8217,ccw,10,11,10,11,10
8218,ccw,10,10,10,10,10
8219,ccw,10,10,10,10,10
8220,ccw,9,11,9,10,9
8221,ccw,11,11,11,11,11
8222,ccw,10,10,10,10,10
8223,ccw,11,10,10,10,10
8224,ccw,10,10,10,10,10
8225,ccw,10,10,10,10,10
8226,ccw,11,11,11,11,11
8227,ccw,10,10,10,10,10
8228,ccw,11,11,11,11,11
8229,ccw,10,10,10,10,10
8230,ccw,11,11,11,11,11
8231,ccw,11,10,10,10,10
8232,ccw,10,10,10,10,10
8233,ccw,9,11,9,9,9
8234,ccw,11,11,11,11,11
8235,ccw,10,10,10,10,10
8236,ccw,10,10,10,10,10
8237,ccw,10,10,10,10,10
8238,ccw,11,11,11,11,11
8239,ccw,10,10,10,10,10
8240,ccw,11,11,11,11,11
8241,ccw,11,11,11,11,11
8242,ccw,10,10,10,10,10
8243,ccw,11,11,11,11,11
8244,ccw,11,11,11,11,11
8245,ccw,10,10,10,10,10
8246,ccw,10,10,10,10,10
8247,ccw,10,10,10,10,10
8248,ccw,10,10,10,10,10
8249,ccw,11,11,11,11,11
8250,ccw,13,13,13,13,13
8251,ccw,10,10,10,10,10
8252,ccw,9,9,9,9,9
8253,ccw,10,10,10,10,10
8254,ccw,10,10,10,10,10
8255,ccw,13,10,10,10,10
8256,ccw,10,10,10,10,10
8257,ccw,11,10,10,10,10
8258,ccw,10,10,10,10,10
8259,ccw,12,12,12,12,12
8260,ccw,10,10,10,10,10
8261,ccw,9,9,9,9,9
8262,ccw,10,10,10,10,10
8263,ccw,10,10,10,10,10
8264,ccw,10,10,10,10,10
8265,ccw,11,11,11,11,11
8266,ccw,10,10,10,10,10
8267,ccw,10,10,10,10,10
8268,ccw,12,12,12,12,12
8269,ccw,12,12,12,12,12
8270,ccw,10,10,10,10,10
8271,ccw,9,9,9,9,9
8272,ccw,10,10,10,10,10
8273,ccw,10,10,10,10,10
8274,ccw,10,10,10,10,10
8275,ccw,12,10,10,11,10
8276,ccw,10,10,10,10,10
8277,ccw,11,11,11,11,11
8278,ccw,10,11,10,10,10
8279,ccw,10,10,10,10,10
8280,ccw,11,11,11,11,11
8281,ccw,12,12,12,12,12
8282,ccw,10,11,10,10,10
8283,ccw,11,11,11,11,11
8284,ccw,9,9,9,9,10
8285,ccw,11,10,10,10,10
8286,ccw,10,10,10,10,10
8287,ccw,11,11,11,11,11
8288,ccw,10,10,10,10,10
8289,ccw,10,11,10,10,10
8290,ccw,11,11,11,11,11
8291,ccw,10,10,10,11,10
8292,ccw,10,10,10,10,10
8293,ccw,10,10,10,10,10
8294,ccw,13,13,13,13,13
8295,ccw,10,10,10,11,10
8296,ccw,11,11,11,11,11
8297,ccw,10,10,10,10,10
8298,ccw,10,10,10,10,10
8299,ccw,10,10,10,10,10
8300,ccw,10,10,10,11,10
8301,ccw,11,10,10,10,10
8302,ccw,10,10,10,10,10
8303,ccw,11,11,11,11,11
8304,ccw,13,12,12,12,12
8305,ccw,11,10,10,10,10
8306,ccw,11,11,11,11,11
8307,ccw,10,10,10,10,10
8308,ccw,11,11,11,11,11
8309,ccw,10,10,10,10,10
8310,ccw,9,9,9,9,9
8311,ccw,12,12,12,12,12
8312,ccw,11,10,10,10,10
8313,ccw,10,10,10,10,10
8314,ccw,10,10,10,10,10
8315,ccw,10,11,10,10,10
8316,ccw,11,11,11,11,11
8317,ccw,10,10,10,10,10
8318,ccw,10,10,10,10,10
8319,ccw,12,12,12,12,12
8320,ccw,11,11,11,11,11
8321,ccw,10,10,10,10,10
8322,ccw,11,11,11,11,11
8323,ccw,10,10,10,10,10
8324,ccw,11,11,11,11,11
8325,ccw,10,10,10,10,10
8326,ccw,10,10,10,10,10
8327,ccw,11,11,11,11,11
8328,ccw,11,11,11,11,11
8329,ccw,9,10,9,9,9
8330,ccw,10,10,10,10,10
8331,ccw,10,11,10,10,10
8332,ccw,10,10,10,11,10
8333,ccw,12,12,12,12,12
8334,ccw,11,11,11,11,11
8335,ccw,11,11,11,11,11
8336,ccw,12,12,12,12,12
8337,ccw,11,11,11,11,11
8338,ccw,10,10,10,10,10
8339,ccw,10,10,10,10,11
8340,ccw,11,11,11,11,11
8341,ccw,10,10,10,10,10
8342,ccw,11,11,11,11,11
8343,ccw,11,11,11,11,11
8344,ccw,10,10,10,10,10
8345,ccw,10,10,10,10,10
8346,ccw,12,12,12,12,12
8347,ccw,10,10,10,11,10
8348,ccw,11,11,11,11,11
8349,ccw,10,10,10,10,11
8350,ccw,10,10,10,10,10
8351,ccw,10,10,10,10,10
8352,ccw,9,10,9,9,9
8353,ccw,11,11,11,11,11
8354,ccw,11,11,11,11,11
8355,ccw,14,14,14,14,14
8356,ccw,11,11,11,11,11
8357,ccw,10,11,10,10,10
8358,ccw,10,11,10,10,10
8359,ccw,11,11,11,11,11
8360,ccw,10,10,10,10,10
8361,ccw,12,12,12,12,12
8362,ccw,11,11,11,11,11
8363,ccw,10,10,10,10,10
8364,ccw,10,10,10,10,10
8365,ccw,10,10,10,10,10
8366,ccw,12,12,12,12,12
8367,ccw,10,10,10,10,10
8368,ccw,10,10,10,10,10
8369,ccw,10,10,10,12,10
8370,ccw,10,10,10,10,10
8371,ccw,10,10,10,10,10
8372,ccw,9,9,9,10,9
8373,ccw,10,10,10,10,10
8374,ccw,10,9,9,9,9
8375,ccw,10,10,10,10,10
8376,ccw,11,10,10,10,10
8377,ccw,10,10,10,10,10
8378,ccw,10,10,10,10,10
8379,ccw,10,10,10,10,10
8380,ccw,11,11,11,11,11
8381,ccw,10,10,10,10,10
8382,ccw,11,11,11,11,11
8383,ccw,11,11,11,11,11
8384,ccw,11,11,11,11,11
8385,ccw,10,10,10,10,10
8386,ccw,11,9,9,10,9
8387,ccw,10,10,10,10,10
8388,ccw,11,11,11,11,11
8389,ccw,9,9,9,10,10
8390,ccw,13,13,13,13,13
8391,ccw,11,11,11,11,11
8392,ccw,11,10,10,10,10
8393,ccw,10,10,10,10,10
8394,ccw,12,12,12,12,12
8395,ccw,10,10,10,10,10
8396,ccw,10,9,9,9,9
8397,ccw,11,11,11,11,11
8398,ccw,10,10,10,11,10
8399,ccw,11,11,11,11,11
8400,ccw,10,10,10,10,10
8401,ccw,11,11,11,11,11
8402,ccw,10,10,10,10,10
8403,ccw,10,10,10,10,10
8404,ccw,12,12,12,12,12
8405,ccw,15,10,10,10,10
8406,ccw,11,11,11,11,11
8407,ccw,11,11,11,11,11
8408,ccw,11,10,10,10,10
8409,ccw,11,11,11,11,11
8410,ccw,9,9,9,9,11
8411,ccw,11,11,10,10,11
8412,ccw,11,11,11,11,11
8413,ccw,10,10,10,10,10
8414,ccw,11,10,10,10,10
8415,ccw,10,10,10,10,10
8416,ccw,11,11,11,11,11
8417,ccw,11,10,10,10,10
8418,ccw,10,10,10,10,10
8419,ccw,10,10,10,10,10
8420,ccw,13,10,10,10,10
8421,ccw,10,10,10,10,10
8422,ccw,10,11,10,10,10
8423,ccw,10,10,10,10,10
8424,ccw,11,11,11,11,11
8425,ccw,10,10,10,10,10
8426,ccw,11,11,11,11,11
8427,ccw,10,10,10,10,10
8428,ccw,11,11,11,11,11
8429,ccw,11,11,11,11,11
8430,ccw,11,11,11,11,11
8431,ccw,11,11,11,11,11
8432,ccw,10,10,10,10,10
8433,ccw,11,11,11,11,11
8434,ccw,12,12,12,12,12
8435,ccw,12,10,10,10,10
8436,ccw,10,10,10,10,10
8437,ccw,11,11,11,11,11
8438,ccw,10,10,10,10,10
8439,ccw,10,10,10,10,10
8440,ccw,10,10,10,10,10
8441,ccw,10,10,10,10,10
8442,ccw,11,10,10,10,11
8443,ccw,10,10,10,10,10
8444,ccw,10,10,10,10,10
8445,ccw,12,12,12,12,12
8446,ccw,11,11,11,11,11
8447,ccw,11,11,11,11,11
8448,ccw,11,11,11,11,11
8449,ccw,11,11,11,11,11
8450,ccw,10,10,10,10,11
8451,ccw,10,10,10,10,10
8452,ccw,10,10,10,10,10
8453,ccw,9,11,9,9,9
8454,ccw,12,12,12,12,12
8455,ccw,10,10,10,10,10
8456,ccw,11,11,11,11,11
8457,ccw,11,11,11,11,11
8458,ccw,10,10,10,10,10
8459,ccw,10,10,10,10,10
8460,ccw,11,11,9,9,9
8461,ccw,12,12,12,12,12
8462,ccw,11,11,11,11,11
8463,ccw,15,11,10,10,10
8464,ccw,11,11,11,11,11
8465,ccw,10,10,10,10,10
8466,ccw,10,10,10,10,10
8467,ccw,11,11,11,11,11
8468,ccw,11,10,10,10,11
8469,ccw,11,11,11,11,11
8470,ccw,10,10,10,10,10
8471,ccw,9,9,9,9,9
8472,ccw,10,10,10,10,10
8473,ccw,10,10,10,10,10
8474,ccw,12,12,12,12,12
8475,ccw,11,11,11,11,11
8476,ccw,10,10,10,10,10
8477,ccw,10,10,10,10,10
8478,ccw,11,11,11,11,11
8479,ccw,12,12,12,12,12
8480,ccw,10,10,10,10,10
8481,ccw,11,11,11,11,11
8482,ccw,10,10,10,11,10
8483,ccw,11,11,10,10,10
8484,ccw,10,10,10,10,10
8485,ccw,10,10,10,10,10
8486,ccw,11,11,11,11,11
8487,ccw,11,11,11,11,11
8488,ccw,10,9,9,9,9
8489,ccw,14,10,10,10,10
8490,ccw,11,11,11,11,11
8491,ccw,10,10,10,10,10
8492,ccw,11,11,11,11,11
8493,ccw,10,10,10,10,10
8494,ccw,10,10,10,10,10
8495,ccw,10,10,9,10,10
8496,ccw,11,11,11,11,11
8497,ccw,10,10,10,10,10
8498,ccw,10,10,10,10,10
8499,ccw,11,11,11,11,11
8500,ccw,10,10,10,11,10
8501,ccw,9,10,9,10,9
8502,ccw,11,11,11,11,11
8503,ccw,11,11,11,11,11
8504,ccw,10,10,10,10,10
8505,ccw,9,10,9,10,10
8506,ccw,11,11,11,11,11
8507,ccw,11,11,11,11,11
8508,ccw,11,11,11,11,11
8509,ccw,10,9,9,9,9
8510,ccw,10,10,10,10,10
8511,ccw,11,11,11,11,11
8512,ccw,11,11,11,11,12
8513,ccw,12,12,12,12,12
8514,ccw,10,10,10,10,10
8515,ccw,12,12,12,12,12
8516,ccw,10,10,10,10,10
8517,ccw,12,12,12,12,12
8518,ccw,11,11,11,11,11
8519,ccw,11,10,10,11,10
8520,ccw,12,11,11,11,11
8521,ccw,13,13,13,13,13
8522,ccw,10,10,10,10,10
8523,ccw,10,10,10,10,10
8524,ccw,11,11,11,11,11
8525,ccw,10,11,10,10,10
8526,ccw,11,11,11,11,11
8527,ccw,11,10,10,11,10
8528,ccw,10,10,10,10,10
8529,ccw,10,11,10,11,10
8530,ccw,10,10,10,10,10
8531,ccw,10,10,10,10,10
8532,ccw,10,11,10,10,10
8533,ccw,10,11,10,10,11
8534,ccw,9,11,9,9,9
8535,ccw,11,10,10,10,10
8536,ccw,10,10,10,10,10
8537,ccw,11,11,11,11,11
8538,ccw,9,9,9,9,9
8539,ccw,11,11,11,11,11
8540,ccw,11,11,11,11,11
8541,ccw,10,10,10,10,11
8542,ccw,11,10,10,10,10
8543,ccw,10,11,10,10,10
8544,ccw,10,10,10,10,10
8545,ccw,10,10,10,10,10
8546,ccw,11,11,11,11,11
8547,ccw,10,10,10,10,10
8548,ccw,12,10,10,10,10
8549,ccw,10,10,10,10,10
8550,ccw,11,11,11,11,11
8551,ccw,13,13,13,13,13
8552,ccw,10,10,9,9,10
8553,ccw,11,11,11,11,11
8554,ccw,10,10,10,10,10
8555,ccw,10,10,10,10,10
8556,ccw,10,10,10,11,10
